합체,형태소,품사,분류,카운트,절대빈도,
影響_vn,影響,vn,BILIBILI2,1,6.66756E-06,影響 
彻地_z,彻地,z,BILIBILI2,2,1.33351E-05,彻地 彻地 
彻底_ad,彻底,ad,BILIBILI2,12,8.00107E-05,彻底 彻底 彻底 彻底 彻底 彻底 彻底 彻底 彻底 彻底 彻底 彻底 
彻底清除_i,彻底清除,i,BILIBILI2,1,6.66756E-06,彻底清除 
彻彻底底_i,彻彻底底,i,BILIBILI2,1,6.66756E-06,彻彻底底 
彼_r,彼,r,BILIBILI2,1,6.66756E-06,彼 
往_p,往,p,BILIBILI2,13,8.66782E-05,往 往 往 往 往 往 往 往 往 往 往 往 往 
往_zg,往,zg,BILIBILI2,3,2.00027E-05,往 往 往 
往事_v,往事,v,BILIBILI2,1,6.66756E-06,往事 
往后_t,往后,t,BILIBILI2,1,6.66756E-06,往后 
往往_t,往往,t,BILIBILI2,1,6.66756E-06,往往 
征服_v,征服,v,BILIBILI2,1,6.66756E-06,征服 
待_v,待,v,BILIBILI2,5,3.33378E-05,待 待 待 待 待 
待见_v,待见,v,BILIBILI2,2,1.33351E-05,待见 待见 
待遇_n,待遇,n,BILIBILI2,2,1.33351E-05,待遇 待遇 
很_a,很,a,BILIBILI2,7,4.66729E-05,很 很 很 很 很 很 很 
很_d,很,d,BILIBILI2,162,0.001080144,很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 
很_m,很,m,BILIBILI2,1,6.66756E-06,很 
很_zg,很,zg,BILIBILI2,154,0.001026804,很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 很 
很久_a,很久,a,BILIBILI2,1,6.66756E-06,很久 
很久_m,很久,m,BILIBILI2,4,2.66702E-05,很久 很久 很久 很久 
很久很久_m,很久很久,m,BILIBILI2,2,1.33351E-05,很久很久 很久很久 
很久没_l,很久没,l,BILIBILI2,1,6.66756E-06,很久没 
很傻_a,很傻,a,BILIBILI2,1,6.66756E-06,很傻 
很僵_a,很僵,a,BILIBILI2,1,6.66756E-06,很僵 
很多_m,很多,m,BILIBILI2,89,0.000593412,很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 很多 
很多年_m,很多年,m,BILIBILI2,5,3.33378E-05,很多年 很多年 很多年 很多年 很多年 
很多很多_m,很多很多,m,BILIBILI2,1,6.66756E-06,很多很多 
很大_a,很大,a,BILIBILI2,14,9.33458E-05,很大 很大 很大 很大 很大 很大 很大 很大 很大 很大 很大 很大 很大 很大 
很好_a,很好,a,BILIBILI2,4,2.66702E-05,很好 很好 很好 很好 
很好_d,很好,d,BILIBILI2,2,1.33351E-05,很好 很好 
很小_a,很小,a,BILIBILI2,2,1.33351E-05,很小 很小 
很少_m,很少,m,BILIBILI2,5,3.33378E-05,很少 很少 很少 很少 很少 
很快_d,很快,d,BILIBILI2,4,2.66702E-05,很快 很快 很快 很快 
很惨_a,很惨,a,BILIBILI2,1,6.66756E-06,很惨 
很早_d,很早,d,BILIBILI2,1,6.66756E-06,很早 
很棒_a,很棒,a,BILIBILI2,1,6.66756E-06,很棒 
很气_a,很气,a,BILIBILI2,3,2.00027E-05,很气 很气 很气 
很淡_a,很淡,a,BILIBILI2,1,6.66756E-06,很淡 
很爽_a,很爽,a,BILIBILI2,1,6.66756E-06,很爽 
很贱_a,很贱,a,BILIBILI2,1,6.66756E-06,很贱 
很重_a,很重,a,BILIBILI2,1,6.66756E-06,很重 
徐_nr,徐,nr,BILIBILI2,1,6.66756E-06,徐 
得_ud,得,ud,BILIBILI2,154,0.001026804,得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 得 
得_v,得,v,BILIBILI2,1,6.66756E-06,得 
得不到_v,得不到,v,BILIBILI2,1,6.66756E-06,得不到 
得之不易_l,得之不易,l,BILIBILI2,1,6.66756E-06,得之不易 
得了吧_l,得了吧,l,BILIBILI2,1,6.66756E-06,得了吧 
得亏_v,得亏,v,BILIBILI2,1,6.66756E-06,得亏 
得住_v,得住,v,BILIBILI2,1,6.66756E-06,得住 
得出_v,得出,v,BILIBILI2,1,6.66756E-06,得出 
得利_v,得利,v,BILIBILI2,1,6.66756E-06,得利 
得到_v,得到,v,BILIBILI2,7,4.66729E-05,得到 得到 得到 得到 得到 得到 得到 
得向_v,得向,v,BILIBILI2,1,6.66756E-06,得向 
得国_ns,得国,ns,BILIBILI2,2,1.33351E-05,得国 得国 
得意_v,得意,v,BILIBILI2,1,6.66756E-06,得意 
得意洋洋_ns,得意洋洋,ns,BILIBILI2,1,6.66756E-06,得意洋洋 
得有_v,得有,v,BILIBILI2,1,6.66756E-06,得有 
得来_v,得来,v,BILIBILI2,1,6.66756E-06,得来 
得治_v,得治,v,BILIBILI2,1,6.66756E-06,得治 
得用_v,得用,v,BILIBILI2,1,6.66756E-06,得用 
得知_v,得知,v,BILIBILI2,3,2.00027E-05,得知 得知 得知 
得罪_v,得罪,v,BILIBILI2,2,1.33351E-05,得罪 得罪 
御寒_b,御寒,b,BILIBILI2,1,6.66756E-06,御寒 
御敌_n,御敌,n,BILIBILI2,1,6.66756E-06,御敌 
御林军_n,御林军,n,BILIBILI2,3,2.00027E-05,御林军 御林军 御林军 
微_a,微,a,BILIBILI2,43,0.000286705,微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 微 
微_d,微,d,BILIBILI2,4,2.66702E-05,微 微 微 微 
微_n,微,n,BILIBILI2,9,6.0008E-05,微 微 微 微 微 微 微 微 微 
微不足道_i,微不足道,i,BILIBILI2,1,6.66756E-06,微不足道 
微信_vn,微信,vn,BILIBILI2,2,1.33351E-05,微信 微信 
微博_a,微博,a,BILIBILI2,41,0.00027337,微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 微博 
微博控_j,微博控,j,BILIBILI2,1,6.66756E-06,微博控 
微博无_i,微博无,i,BILIBILI2,1,6.66756E-06,微博无 
微博洗_i,微博洗,i,BILIBILI2,4,2.66702E-05,微博洗 微博洗 微博洗 微博洗 
微妙_a,微妙,a,BILIBILI2,2,1.33351E-05,微妙 微妙 
微笑_vn,微笑,vn,BILIBILI2,110,0.000733431,微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 微笑 
微评_v,微评,v,BILIBILI2,2,1.33351E-05,微评 微评 
微驼_n,微驼,n,BILIBILI2,2,1.33351E-05,微驼 微驼 
德_j,德,j,BILIBILI2,1,6.66756E-06,德 
德_ns,德,ns,BILIBILI2,1,6.66756E-06,德 
德伍德_nr,德伍德,nr,BILIBILI2,1,6.66756E-06,德伍德 
德行_j,德行,j,BILIBILI2,5,3.33378E-05,德行 德行 德行 德行 德行 
心_n,心,n,BILIBILI2,36,0.000240032,心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 心 
心_s,心,s,BILIBILI2,4,2.66702E-05,心 心 心 心 
心不死_i,心不死,i,BILIBILI2,1,6.66756E-06,心不死 
心中_s,心中,s,BILIBILI2,4,2.66702E-05,心中 心中 心中 心中 
心中有数_l,心中有数,l,BILIBILI2,1,6.66756E-06,心中有数 
心乱_v,心乱,v,BILIBILI2,2,1.33351E-05,心乱 心乱 
心事_n,心事,n,BILIBILI2,1,6.66756E-06,心事 
心凉_a,心凉,a,BILIBILI2,2,1.33351E-05,心凉 心凉 
心动_n,心动,n,BILIBILI2,2,1.33351E-05,心动 心动 
心安理得_i,心安理得,i,BILIBILI2,2,1.33351E-05,心安理得 心安理得 
心寒_n,心寒,n,BILIBILI2,17,0.000113348,心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 心寒 
心弦_n,心弦,n,BILIBILI2,2,1.33351E-05,心弦 心弦 
心必异_i,心必异,i,BILIBILI2,1,6.66756E-06,心必异 
心态_n,心态,n,BILIBILI2,7,4.66729E-05,心态 心态 心态 心态 心态 心态 心态 
心思_n,心思,n,BILIBILI2,1,6.66756E-06,心思 
心情_n,心情,n,BILIBILI2,18,0.000120016,心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 心情 
心惊胆战_i,心惊胆战,i,BILIBILI2,1,6.66756E-06,心惊胆战 
心智_n,心智,n,BILIBILI2,6,4.00053E-05,心智 心智 心智 心智 心智 心智 
心灵深处_i,心灵深处,i,BILIBILI2,2,1.33351E-05,心灵深处 心灵深处 
心理_n,心理,n,BILIBILI2,1,6.66756E-06,心理 
心甘情愿_i,心甘情愿,i,BILIBILI2,1,6.66756E-06,心甘情愿 
心疼_a,心疼,a,BILIBILI2,8,5.33404E-05,心疼 心疼 心疼 心疼 心疼 心疼 心疼 心疼 
心痛_n,心痛,n,BILIBILI2,4,2.66702E-05,心痛 心痛 心痛 心痛 
心盲_n,心盲,n,BILIBILI2,1,6.66756E-06,心盲 
心知肚明_i,心知肚明,i,BILIBILI2,2,1.33351E-05,心知肚明 心知肚明 
心累_v,心累,v,BILIBILI2,1,6.66756E-06,心累 
心酸_n,心酸,n,BILIBILI2,4,2.66702E-05,心酸 心酸 心酸 心酸 
心里_s,心里,s,BILIBILI2,39,0.000260035,心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 心里 
必_d,必,d,BILIBILI2,9,6.0008E-05,必 必 必 必 必 必 必 必 必 
必定_d,必定,d,BILIBILI2,2,1.33351E-05,必定 必定 
必然_d,必然,d,BILIBILI2,1,6.66756E-06,必然 
必然性_l,必然性,l,BILIBILI2,1,6.66756E-06,必然性 
必然联系_l,必然联系,l,BILIBILI2,1,6.66756E-06,必然联系 
必糊_a,必糊,a,BILIBILI2,11,7.33431E-05,必糊 必糊 必糊 必糊 必糊 必糊 必糊 必糊 必糊 必糊 必糊 
必行_d,必行,d,BILIBILI2,1,6.66756E-06,必行 
必要_d,必要,d,BILIBILI2,40,0.000266702,必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 必要 
必达_a,必达,a,BILIBILI2,1,6.66756E-06,必达 
必需品_l,必需品,l,BILIBILI2,2,1.33351E-05,必需品 必需品 
必须_d,必须,d,BILIBILI2,22,0.000146686,必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 必须 
忌_v,忌,v,BILIBILI2,1,6.66756E-06,忌 
忍_v,忍,v,BILIBILI2,10,6.66756E-05,忍 忍 忍 忍 忍 忍 忍 忍 忍 忍 
忍不住_v,忍不住,v,BILIBILI2,6,4.00053E-05,忍不住 忍不住 忍不住 忍不住 忍不住 忍不住 
忍受_v,忍受,v,BILIBILI2,1,6.66756E-06,忍受 
忍辱负重_i,忍辱负重,i,BILIBILI2,1,6.66756E-06,忍辱负重 
志愿_n,志愿,n,BILIBILI2,15,0.000100013,志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 志愿 
志愿兵_n,志愿兵,n,BILIBILI2,1,6.66756E-06,志愿兵 
志愿军_n,志愿军,n,BILIBILI2,158,0.001053474,志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 志愿军 
忘_v,忘,v,BILIBILI2,38,0.000253367,忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 忘 
忘不了_v,忘不了,v,BILIBILI2,3,2.00027E-05,忘不了 忘不了 忘不了 
忘却_v,忘却,v,BILIBILI2,1,6.66756E-06,忘却 
忘恩负义_i,忘恩负义,i,BILIBILI2,2,1.33351E-05,忘恩负义 忘恩负义 
忘掉_v,忘掉,v,BILIBILI2,3,2.00027E-05,忘掉 忘掉 忘掉 
忘本_v,忘本,v,BILIBILI2,2,1.33351E-05,忘本 忘本 
忘记_v,忘记,v,BILIBILI2,45,0.00030004,忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 忘记 
忙_v,忙,v,BILIBILI2,3,2.00027E-05,忙 忙 忙 
忙碌_a,忙碌,a,BILIBILI2,1,6.66756E-06,忙碌 
忠心_n,忠心,n,BILIBILI2,3,2.00027E-05,忠心 忠心 忠心 
忠烈_a,忠烈,a,BILIBILI2,2,1.33351E-05,忠烈 忠烈 
忠粉_n,忠粉,n,BILIBILI2,1,6.66756E-06,忠粉 
忠诚_a,忠诚,a,BILIBILI2,2,1.33351E-05,忠诚 忠诚 
忧郁_a,忧郁,a,BILIBILI2,1,6.66756E-06,忧郁 
快_a,快,a,BILIBILI2,41,0.00027337,快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 快 
快_d,快,d,BILIBILI2,1,6.66756E-06,快 
快乐_a,快乐,a,BILIBILI2,17,0.000113348,快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 快乐 
快别_d,快别,d,BILIBILI2,2,1.33351E-05,快别 快别 
快感_a,快感,a,BILIBILI2,1,6.66756E-06,快感 
快来_d,快来,d,BILIBILI2,6,4.00053E-05,快来 快来 快来 快来 快来 快来 
快滚_z,快滚,z,BILIBILI2,3,2.00027E-05,快滚 快滚 快滚 
快点_d,快点,d,BILIBILI2,4,2.66702E-05,快点 快点 快点 快点 
快爬_v,快爬,v,BILIBILI2,1,6.66756E-06,快爬 
快糊_a,快糊,a,BILIBILI2,1,6.66756E-06,快糊 
快要_d,快要,d,BILIBILI2,16,0.000106681,快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 快要 
快赶_v,快赶,v,BILIBILI2,1,6.66756E-06,快赶 
快递_v,快递,v,BILIBILI2,19,0.000126684,快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 快递 
念_v,念,v,BILIBILI2,4,2.66702E-05,念 念 念 念 
忽然_d,忽然,d,BILIBILI2,1,6.66756E-06,忽然 
忽略_d,忽略,d,BILIBILI2,3,2.00027E-05,忽略 忽略 忽略 
忽视_v,忽视,v,BILIBILI2,2,1.33351E-05,忽视 忽视 
怀念_v,怀念,v,BILIBILI2,3,2.00027E-05,怀念 怀念 怀念 
怀疑_v,怀疑,v,BILIBILI2,12,8.00107E-05,怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 怀疑 
怀着_v,怀着,v,BILIBILI2,1,6.66756E-06,怀着 
怀里_s,怀里,s,BILIBILI2,15,0.000100013,怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 怀里 
态度_n,态度,n,BILIBILI2,45,0.00030004,态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 态度 
怂_vg,怂,vg,BILIBILI2,2,1.33351E-05,怂 怂 
怎_r,怎,r,BILIBILI2,2,1.33351E-05,怎 怎 
怎么_r,怎么,r,BILIBILI2,261,0.001740232,怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 怎么 
怎么办_l,怎么办,l,BILIBILI2,7,4.66729E-05,怎么办 怎么办 怎么办 怎么办 怎么办 怎么办 怎么办 
怎么回事_l,怎么回事,l,BILIBILI2,2,1.33351E-05,怎么回事 怎么回事 
怎么样_r,怎么样,r,BILIBILI2,18,0.000120016,怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 怎么样 
怎么着_r,怎么着,r,BILIBILI2,1,6.66756E-06,怎么着 
怎们_r,怎们,r,BILIBILI2,1,6.66756E-06,怎们 
